g1_id,g2_id,g3_id,race,sex,g1_educ,g2_educ,g3_educ,g1_log_income,g2_log_income,g3_log_income
413,665,1217,White,Female,Some college,High school,Some college,12.053508647909398,11.270288062925118,12.268535319971758
414,666,1219,White,Female,College,College,College,11.644938093206825,12.12718467412932,11.10495431011642
414,667,1220,White,Male,College,Some college,College,11.644938093206825,12.053815959544131,11.598113221154424
414,667,1221,White,Male,College,Some college,High school,11.644938093206825,12.053815959544131,11.426064500332869
414,668,1222,White,Female,College,High school,College,11.644938093206825,12.257365867542083,11.380152727990914
414,668,1223,White,Male,College,High school,High school,11.644938093206825,12.257365867542083,11.074380777385416
415,669,1225,White,Female,Some college,College,College,11.64759948086029,12.12718467412932,11.10495431011642
415,671,1228,White,Female,Some college,High school,College,11.64759948086029,12.257365867542083,11.380152727990914
415,671,1229,White,Male,Some college,High school,High school,11.64759948086029,12.257365867542083,11.074380777385416
418,674,1232,White,Male,Less than high school,Less than high school,High school,10.34176118379124,10.797983548394356,9.937001134285458
420,676,1236,White,Female,High school,High school,College,11.786089900743702,11.086832144605056,12.366741591519785
420,676,1237,White,Female,High school,High school,College,11.786089900743702,11.086832144605056,12.022314388773797
421,677,1239,White,Female,High school,High school,College,11.226563374422053,11.086832144605056,12.366741591519785
421,677,1241,White,Female,High school,High school,College,11.226563374422053,11.086832144605056,11.786788885935563
423,681,1245,Black,Male,Less than high school,High school,High school,11.041801768922811,10.644507664919855,10.850229398346807
424,682,1247,Black,Female,High school,High school,College,11.713237602022964,11.995947819876214,11.916980196527717
424,683,1249,Black,Male,High school,High school,High school,11.713237602022964,11.089324619403007,10.910392564427656
424,684,1253,Black,Male,High school,High school,High school,11.713237602022964,11.442745733384331,11.457099305859318
425,685,1255,Black,Female,Less than high school,High school,College,11.73988152101452,11.995947819876214,11.916980196527717
425,685,1256,Black,Female,Less than high school,High school,High school,11.73988152101452,11.995947819876214,10.243987250863343
425,686,1258,Black,Male,Less than high school,High school,High school,11.73988152101452,11.089324619403007,10.981015203237389
425,687,1260,Black,Male,Less than high school,High school,High school,11.73988152101452,11.442745733384331,10.963626395843338
425,687,1261,Black,Male,Less than high school,High school,High school,11.73988152101452,11.442745733384331,11.457099305859318
426,688,1265,Black,Male,Less than high school,Less than high school,Less than high school,11.538076209846437,10.385243955990864,10.478661861431622
426,689,1266,Black,Female,Less than high school,Less than high school,Less than high school,11.538076209846437,11.689228325081993,9.593799781789563
426,689,1267,Black,Female,Less than high school,Less than high school,Some college,11.538076209846437,11.689228325081993,11.1371998729252
426,690,1269,Black,Male,Less than high school,High school,High school,11.538076209846437,10.574829406858857,10.935649219421945
427,691,1270,White,Female,Some college,College,College,11.917365983882517,11.565427127287439,10.708686240557268
427,692,1271,White,Male,Some college,High school,College,11.917365983882517,11.679187765552884,12.065346271553901
427,692,1272,White,Female,Some college,High school,College,11.917365983882517,11.679187765552884,12.210055850683325
428,693,1273,White,Female,High school,College,College,11.917365983882517,11.565427127287439,10.708686240557268
428,694,1274,White,Male,High school,High school,College,11.917365983882517,11.679187765552884,12.065346271553901
428,694,1275,White,Female,High school,High school,College,11.917365983882517,11.679187765552884,12.210055850683325
430,696,1277,White,Female,High school,College,College,11.666662412289314,12.313841663545567,11.940628446209468
431,698,1279,White,Male,Less than high school,Some college,High school,11.340065573328333,11.856868659610571,11.326357691890694
432,700,1281,White,Male,High school,Some college,High school,11.370737936560753,11.856868659610571,11.326357691890694
433,701,1282,White,Female,High school,High school,Some college,11.776789177119536,11.69579146928815,10.801734384798666
433,701,1283,White,Male,High school,High school,Some college,11.776789177119536,11.69579146928815,11.461861215986838
433,702,1284,White,Female,High school,Some college,College,11.776789177119536,11.535811896865654,11.76269286804226
433,702,1285,White,Female,High school,Some college,Some college,11.776789177119536,11.535811896865654,10.803017499859779
433,704,1288,White,Male,High school,High school,High school,11.776789177119536,11.52291235915506,12.590750247584547
434,705,1289,White,Female,High school,High school,Some college,11.744163617324311,11.69579146928815,10.801734384798666
434,705,1290,White,Male,High school,High school,Some college,11.744163617324311,11.69579146928815,11.461861215986838
434,706,1291,White,Female,High school,Some college,College,11.744163617324311,11.535811896865654,11.76269286804226
434,706,1292,White,Female,High school,Some college,Some college,11.744163617324311,11.535811896865654,10.803017499859779
434,707,1294,White,Female,High school,High school,College,11.744163617324311,11.936002759772125,11.394845644310005
434,708,1295,White,Male,High school,High school,High school,11.744163617324311,11.52291235915506,12.590750247584547
436,710,1297,White,Female,College,College,College,12.667405311177895,12.40236816358655,12.489526017924867
436,711,1298,White,Male,College,College,College,12.667405311177895,11.905414927553732,12.44154694115742
437,712,1300,White,Female,College,College,College,12.773125079432885,12.40236816358655,12.489526017924867
437,713,1301,White,Male,College,College,College,12.773125079432885,11.905414927553732,12.44154694115742
438,714,1303,White,Female,High school,College,College,11.363101826990246,12.327501234411853,12.279701407029398
439,715,1306,White,Male,High school,College,High school,11.363101826990246,12.327501234411853,11.381932458600641
442,718,1309,White,Male,Less than high school,High school,High school,11.627070207476338,11.244927476788066,11.767275987190962
443,719,1311,White,Female,College,College,College,12.425758917200872,12.113543790037893,12.316317167333692
443,720,1314,White,Female,College,College,Some college,12.425758917200872,12.089383728985053,9.8488647853223
444,722,1317,Black,Female,Less than high school,High school,High school,10.806903596987537,10.228103032097657,8.572108033102282
444,723,1318,Black,Male,Less than high school,High school,Less than high school,10.806903596987537,10.96228742960816,11.061697096262451
445,724,1320,Black,Female,Less than high school,High school,High school,10.758399861162067,10.228103032097657,8.572108033102282
445,725,1321,Black,Male,Less than high school,High school,Less than high school,10.758399861162067,10.96228742960816,11.061697096262451
446,727,1325,White,Female,High school,Some college,College,11.369917538381626,11.556145708888973,9.933160404154721
446,728,1326,White,Female,High school,High school,Less than high school,11.369917538381626,11.403116043341043,10.914676297772356
446,728,1327,White,Female,High school,High school,Some college,11.369917538381626,11.403116043341043,10.646028978843468
447,731,1333,White,Female,High school,High school,Less than high school,11.465278955816572,11.403116043341043,10.914676297772356
447,731,1335,White,Male,High school,High school,College,11.465278955816572,11.403116043341043,11.252421192713609
448,732,1336,White,Female,Less than high school,Some college,Some college,10.800737648482505,11.203434417663678,11.068202531272979
449,733,1338,White,Female,Less than high school,Some college,Some college,10.830324880126284,11.203434417663678,11.068202531272979
453,737,1344,White,Female,High school,Less than high school,High school,11.15880303720343,11.602197100819945,11.721058411455802
453,738,1345,White,Female,High school,Less than high school,Less than high school,11.15880303720343,11.232738761050014,8.517193191416238
455,741,1350,White,Female,Less than high school,Less than high school,College,11.189484499548724,11.00901429297038,11.107718007551265
455,742,1352,White,Female,Less than high school,High school,College,11.189484499548724,11.336089131940195,11.768234135530436
455,742,1353,White,Male,Less than high school,High school,Some college,11.189484499548724,11.336089131940195,11.627854531633279
455,743,1355,White,Male,Less than high school,High school,Some college,11.189484499548724,11.437463383503838,10.91894750108831
455,743,1356,White,Female,Less than high school,High school,Some college,11.189484499548724,11.437463383503838,11.903573516718536
455,745,1358,White,Female,Less than high school,Less than high school,High school,11.189484499548724,10.886672285155797,11.984070584868926
455,745,1359,White,Male,Less than high school,Less than high school,Some college,11.189484499548724,10.886672285155797,11.419791194630804
455,746,1360,White,Female,Less than high school,Less than high school,High school,11.189484499548724,11.032126937131892,9.82238689017991
455,747,1362,White,Female,Less than high school,High school,College,11.189484499548724,11.399680159868772,11.627705355198767
456,748,1366,White,Male,Less than high school,Less than high school,College,11.153216892505215,11.00901429297038,11.654054598545274
456,748,1367,White,Female,Less than high school,Less than high school,College,11.153216892505215,11.00901429297038,11.107718007551265
456,749,1369,White,Female,Less than high school,High school,College,11.153216892505215,11.336089131940195,11.768234135530436
456,749,1370,White,Male,Less than high school,High school,Some college,11.153216892505215,11.336089131940195,11.627854531633279
456,749,1371,White,Male,Less than high school,High school,Some college,11.153216892505215,11.336089131940195,11.37454195361454
456,750,1372,White,Male,Less than high school,High school,Some college,11.153216892505215,11.437463383503838,10.91894750108831
456,751,1374,White,Female,Less than high school,High school,Some college,11.153216892505215,11.052541872117628,10.824531288073784
456,752,1375,White,Female,Less than high school,Less than high school,High school,11.153216892505215,10.886672285155797,11.984070584868926
456,752,1376,White,Male,Less than high school,Less than high school,Some college,11.153216892505215,10.886672285155797,11.419791194630804
456,753,1378,White,Male,Less than high school,Less than high school,Less than high school,11.153216892505215,11.032126937131892,9.56717008276386
456,754,1380,White,Female,Less than high school,High school,Some college,11.153216892505215,11.399680159868772,11.980844049780316
457,755,1382,White,Male,Less than high school,Less than high school,High school,11.228783322518922,10.974439243739855,10.681630880546791
457,755,1383,White,Female,Less than high school,Less than high school,Less than high school,11.228783322518922,10.974439243739855,10.4591294503049
457,755,1384,White,Male,Less than high school,Less than high school,Less than high school,11.228783322518922,10.974439243739855,11.09389389401285
457,756,1385,White,Male,Less than high school,Less than high school,Some college,11.228783322518922,11.34203342510449,11.760105541728361
457,757,1388,White,Female,Less than high school,Less than high school,Less than high school,11.228783322518922,10.810810237270722,10.747404090024002
458,759,1392,Other,Male,Less than high school,Less than high school,High school,11.263646232656951,10.974439243739855,10.681630880546791
458,759,1393,Other,Female,Less than high school,Less than high school,Less than high school,11.263646232656951,10.974439243739855,10.4591294503049
458,759,1394,Other,Male,Less than high school,Less than high school,Less than high school,11.263646232656951,10.974439243739855,11.09389389401285
458,760,1395,Other,Male,Less than high school,Less than high school,Some college,11.263646232656951,11.34203342510449,11.760105541728361
458,761,1397,Other,Female,Less than high school,Less than high school,Less than high school,11.263646232656951,10.810810237270722,10.395889399152379
458,762,1399,Other,Female,Less than high school,High school,Some college,11.263646232656951,11.149413002620582,11.481039541742419
458,762,1400,Other,Female,Less than high school,High school,Some college,11.263646232656951,11.149413002620582,10.958552197643222
458,762,1401,Other,Male,Less than high school,High school,High school,11.263646232656951,11.149413002620582,10.720556595617774
461,765,1404,White,Male,Less than high school,High school,High school,11.145852669448395,11.399977424430668,10.612961499601408
461,765,1405,White,Male,Less than high school,High school,High school,11.145852669448395,11.399977424430668,11.135339785628474
461,766,1408,White,Male,Less than high school,High school,High school,11.145852669448395,11.83831160403579,11.639511261775992
461,766,1409,White,Female,Less than high school,High school,College,11.145852669448395,11.83831160403579,11.855831319771237
461,767,1410,White,Male,Less than high school,High school,High school,11.145852669448395,11.249527641553177,10.387247345690959
461,767,1411,White,Male,Less than high school,High school,Less than high school,11.145852669448395,11.249527641553177,11.86638619423265
461,767,1412,White,Female,Less than high school,High school,Some college,11.145852669448395,11.249527641553177,11.272474896051703
462,768,1413,White,Male,Less than high school,High school,High school,11.171228078921427,11.399977424430668,10.612961499601408
462,768,1414,White,Male,Less than high school,High school,High school,11.171228078921427,11.399977424430668,11.135339785628474
462,768,1415,White,Female,Less than high school,High school,Some college,11.171228078921427,11.399977424430668,11.594019233098638
462,768,1416,White,Male,Less than high school,High school,High school,11.171228078921427,11.399977424430668,10.063736573482489
462,769,1417,White,Male,Less than high school,High school,High school,11.171228078921427,11.83831160403579,11.639511261775992
462,769,1418,White,Female,Less than high school,High school,College,11.171228078921427,11.83831160403579,11.855831319771237
462,770,1420,White,Male,Less than high school,High school,Less than high school,11.171228078921427,11.249527641553177,11.86638619423265
464,772,1424,White,Male,Less than high school,High school,High school,11.369279530041185,12.092032102962587,11.563778114883343
465,773,1427,White,Female,Less than high school,Some college,College,11.644213172617762,11.868334613012815,12.61013276292568
466,774,1428,White,Male,High school,Some college,High school,11.663757924374998,11.868334613012815,11.739444851569552
467,775,1430,White,Female,Less than high school,High school,Some college,11.977747094098318,12.233482833135863,11.59258272601841
467,776,1431,White,Male,Less than high school,Some college,Some college,11.977747094098318,11.740282585825307,10.826978280176817
470,780,1436,White,Male,Less than high school,Some college,Some college,11.50176775132029,11.327154160770188,10.68367051413368
471,781,1438,White,Female,High school,High school,High school,11.139375074510752,11.049675221930276,11.888336414572693
472,782,1440,Black,Female,Less than high school,Less than high school,High school,10.919588512715965,11.22161120018388,10.391727954201496
472,782,1442,Black,Male,Less than high school,Less than high school,Less than high school,10.919588512715965,11.22161120018388,10.712722677273257
472,783,1444,Black,Male,Less than high school,High school,Some college,10.919588512715965,11.01025896459241,10.551147681415712
472,783,1445,Black,Male,Less than high school,High school,High school,10.919588512715965,11.01025896459241,10.338694246325323
473,784,1447,Black,Female,Less than high school,Less than high school,High school,10.92152799745345,11.22161120018388,10.391727954201496
473,784,1449,Black,Male,Less than high school,Less than high school,Less than high school,10.92152799745345,11.22161120018388,10.712722677273257
473,787,1455,Black,Male,Less than high school,High school,Some college,10.92152799745345,11.015115195985294,10.364221059451848
474,788,1456,White,Male,Less than high school,High school,College,11.231494542702691,11.468797163051189,11.448916353039651
474,788,1458,White,Female,Less than high school,High school,Some college,11.231494542702691,11.468797163051189,10.704605180822803
475,789,1459,White,Male,Less than high school,High school,College,11.459720378772364,11.468797163051189,11.448916353039651
475,789,1460,White,Male,Less than high school,High school,College,11.459720378772364,11.468797163051189,11.24540248566842
476,790,1462,White,Male,High school,College,College,11.639916278034601,11.732947238806831,12.046802064045925
477,791,1463,White,Male,Less than high school,High school,High school,11.62247838086809,11.139737556225242,11.390232329391122
477,792,1466,White,Female,Less than high school,High school,College,11.62247838086809,11.77688096097887,11.484314785292455
477,792,1467,White,Female,Less than high school,High school,High school,11.62247838086809,11.77688096097887,11.062535618657868
477,792,1468,White,Female,Less than high school,High school,Some college,11.62247838086809,11.77688096097887,10.489278017112419
478,793,1469,White,Male,Less than high school,High school,High school,11.90738284806784,11.139737556225242,11.390232329391122
478,793,1470,White,Male,Less than high school,High school,High school,11.90738284806784,11.139737556225242,10.54763619213129
478,793,1471,White,Female,Less than high school,High school,Some college,11.90738284806784,11.139737556225242,11.436677543548074
479,795,1475,White,Female,College,High school,College,11.686913359768097,11.625863945079589,9.030662994412902
481,797,1477,White,Male,High school,Some college,Some college,11.111736781028615,11.178546143955371,10.447107720186313
482,798,1480,White,Male,Less than high school,Some college,High school,11.41425602987984,11.30840100470446,11.340948928899548
482,798,1481,White,Male,Less than high school,Some college,College,11.41425602987984,11.30840100470446,11.919382361587061
483,799,1482,White,Male,Less than high school,Some college,High school,11.331295054315412,11.30840100470446,11.340948928899548
484,800,1484,White,Female,Less than high school,Some college,Some college,11.522892435844994,11.413344310965616,10.702760199001395
484,800,1485,White,Male,Less than high school,Some college,High school,11.522892435844994,11.413344310965616,11.497782832506141
486,802,1488,White,Male,Less than high school,High school,Less than high school,11.079682170229736,10.408403999529261,10.0112774774938
486,802,1489,White,Male,Less than high school,High school,High school,11.079682170229736,10.408403999529261,10.770047113241608
486,803,1490,White,Female,Less than high school,High school,High school,11.079682170229736,11.01836222106571,10.91319729492711
486,803,1491,White,Male,Less than high school,High school,High school,11.079682170229736,11.01836222106571,11.33115950209404
487,804,1494,White,Female,Less than high school,Less than high school,Less than high school,11.378577059925052,10.35355446591657,10.06937433345603
487,805,1495,White,Male,Less than high school,Less than high school,Less than high school,11.378577059925052,8.911775100683265,10.269369012925234
487,806,1497,White,Male,Less than high school,High school,Less than high school,11.378577059925052,10.408403999529261,10.0112774774938
487,806,1498,White,Male,Less than high school,High school,High school,11.378577059925052,10.408403999529261,10.770047113241608
487,807,1499,White,Female,Less than high school,High school,High school,11.378577059925052,11.01836222106571,10.91319729492711
488,809,1503,White,Male,Less than high school,Some college,High school,11.6428965421257,11.69351844506271,11.149783998738668
488,810,1504,White,Female,Less than high school,High school,High school,11.6428965421257,11.696791531418029,11.272705301189703
489,812,1507,White,Female,High school,Some college,College,11.588096793556241,11.726124937595282,11.972529819260766
490,813,1508,White,Male,High school,College,High school,11.735922139291997,11.46297155912351,11.52319477661696
490,814,1509,White,Male,High school,Some college,College,11.735922139291997,11.726124937595282,12.719667600659543
490,814,1510,White,Female,High school,Some college,College,11.735922139291997,11.726124937595282,11.972529819260766
491,815,1511,White,Male,Less than high school,Some college,High school,11.930830663931623,12.07655323796893,11.521118784577782
492,817,1515,White,Male,Less than high school,Some college,High school,11.89043928113729,12.07655323796893,11.521118784577782
493,819,1519,White,Male,High school,High school,College,11.462731179307735,11.840225417328979,12.335974080362526
495,821,1522,White,Male,College,College,College,11.99282742945764,12.92102940223144,10.817986175427567
496,822,1524,White,Male,College,College,College,12.053866358212296,12.92102940223144,11.56723124830024
497,823,1527,White,Male,High school,Less than high school,High school,10.730789270594615,11.194818163932075,11.390679987771966
497,824,1530,White,Male,High school,High school,High school,10.730789270594615,10.512573955410597,11.068422860504356
497,824,1531,White,Male,High school,High school,High school,10.730789270594615,10.512573955410597,11.020592052960218
497,824,1532,White,Female,High school,High school,College,10.730789270594615,10.512573955410597,11.173372483579703
499,829,1542,White,Male,Less than high school,High school,High school,10.466127720260229,12.224942022229914,11.516327115451436
499,830,1544,White,Male,Less than high school,High school,Some college,10.466127720260229,11.399033859603096,11.240444886719827
499,830,1546,White,Female,Less than high school,High school,College,10.466127720260229,11.399033859603096,11.810303627475408
500,831,1547,White,Female,Less than high school,High school,Some college,10.466127720260229,12.224942022229914,11.768827146189652
500,831,1548,White,Male,Less than high school,High school,High school,10.466127720260229,12.224942022229914,11.516327115451436
500,831,1549,White,Male,Less than high school,High school,High school,10.466127720260229,12.224942022229914,11.62745971064428
500,832,1552,White,Female,Less than high school,High school,College,10.466127720260229,11.399033859603096,11.810303627475408
501,834,1554,White,Female,High school,High school,College,11.264420778254193,11.341190439081549,11.639277513256971
502,835,1555,White,Male,Less than high school,College,College,11.364126404972062,11.603672309371778,11.747615592775448
502,836,1556,White,Female,Less than high school,High school,College,11.364126404972062,11.341190439081549,11.639277513256971
503,837,1557,White,Male,Less than high school,High school,High school,10.707996737423125,11.149286223195464,11.226025682066611
503,837,1558,White,Female,Less than high school,High school,High school,10.707996737423125,11.149286223195464,10.067497028049065
503,837,1559,White,Female,Less than high school,High school,High school,10.707996737423125,11.149286223195464,11.060212863510934
503,838,1560,White,Female,Less than high school,Less than high school,Some college,10.707996737423125,11.633882093671414,11.801324048334893
503,840,1562,White,Female,Less than high school,High school,High school,10.707996737423125,11.374081107290362,11.91130638173462
504,841,1563,White,Male,Less than high school,High school,High school,10.750846917206905,11.149286223195464,11.226025682066611
504,841,1564,White,Female,Less than high school,High school,High school,10.750846917206905,11.149286223195464,10.067497028049065
504,843,1567,White,Female,Less than high school,Less than high school,College,10.750846917206905,11.082320147316068,12.218943308225855
504,844,1568,White,Female,Less than high school,High school,High school,10.750846917206905,11.374081107290362,11.91130638173462
507,848,1572,White,Female,Less than high school,High school,High school,11.419539450248937,10.990647337875304,10.3953681775276
507,848,1574,White,Male,Less than high school,High school,Some college,11.419539450248937,10.990647337875304,11.369444146038477
507,848,1575,White,Male,Less than high school,High school,Some college,11.419539450248937,10.990647337875304,10.483136454547138
508,849,1577,White,Female,Less than high school,High school,College,11.34189196855327,10.990647337875304,11.134104185427208
508,849,1578,White,Male,Less than high school,High school,Some college,11.34189196855327,10.990647337875304,11.369444146038477
508,849,1579,White,Male,Less than high school,High school,Some college,11.34189196855327,10.990647337875304,10.483136454547138
509,850,1580,Black,Male,Less than high school,High school,High school,11.472024926539103,10.605524539445137,11.329132322324362
509,850,1581,Black,Male,Less than high school,High school,High school,11.472024926539103,10.605524539445137,10.779505429786653
510,851,1582,Black,Male,Less than high school,High school,High school,11.205013364707739,10.605524539445137,11.329132322324362
511,852,1584,White,Male,Less than high school,Some college,Some college,11.851149314476357,10.301873493884056,10.470317818135364
511,852,1585,White,Male,Less than high school,Some college,Some college,11.851149314476357,10.301873493884056,10.668116124240855
511,853,1588,White,Female,Less than high school,High school,Some college,11.851149314476357,11.741856114245989,10.497801030091027
512,854,1590,White,Male,High school,Some college,Some college,11.780908849816877,11.208468619080563,11.348410341392288
512,855,1593,White,Female,High school,Some college,High school,11.780908849816877,11.735131410117782,11.89828641236069
512,855,1594,White,Female,High school,Some college,College,11.780908849816877,11.735131410117782,11.663764231935973
513,856,1597,White,Male,High school,Some college,Some college,11.780908849816877,11.208468619080563,11.348410341392288
513,856,1598,White,Female,High school,Some college,College,11.780908849816877,11.208468619080563,11.587650668714879
513,857,1600,White,Female,High school,Some college,High school,11.780908849816877,11.735131410117782,11.89828641236069
514,858,1604,White,Male,Less than high school,Less than high school,Less than high school,10.244333471303138,10.918471767242638,11.25161150187495
514,858,1605,White,Female,Less than high school,Less than high school,Some college,10.244333471303138,10.918471767242638,11.750700538956691
514,858,1606,White,Female,Less than high school,Less than high school,College,10.244333471303138,10.918471767242638,11.714607010607853
514,859,1609,White,Female,Less than high school,Less than high school,Less than high school,10.244333471303138,11.095477917980974,10.709979395311906
515,860,1610,White,Female,Less than high school,High school,Some college,11.021376832160739,11.37149017987272,11.160148672587306
519,864,1614,Black,Female,Less than high school,Less than high school,College,10.98313674164553,11.420981914590515,10.915016094248616
520,865,1617,White,Female,Less than high school,High school,College,11.308657858715836,11.103865537855267,11.615983010831792
520,865,1618,White,Male,Less than high school,High school,High school,11.308657858715836,11.103865537855267,10.818354916668744
520,866,1619,White,Female,Less than high school,Less than high school,Some college,11.308657858715836,10.825871136849424,11.40546680049596
521,867,1620,White,Male,Less than high school,College,College,11.47900622993669,11.889053054026228,11.195467804845103
521,867,1621,White,Female,Less than high school,College,College,11.47900622993669,11.889053054026228,11.554654938494224
522,868,1623,White,Male,College,College,College,11.741324511512397,12.237552443784034,11.351859603359019
522,869,1624,White,Male,College,Some college,College,11.741324511512397,12.099188845117794,10.444899757513479
522,870,1625,White,Female,College,High school,Some college,11.741324511512397,11.149997353863336,8.827797980033507
524,874,1630,White,Female,Less than high school,Some college,Some college,11.641378583634198,11.542444707374724,11.52042558260752
524,874,1631,White,Male,Less than high school,Some college,College,11.641378583634198,11.542444707374724,12.11603072539524
524,875,1633,White,Female,Less than high school,College,College,11.641378583634198,11.87027869102725,12.13411621263299
525,876,1634,White,Female,Less than high school,Some college,Some college,11.668398100595454,11.542444707374724,11.52042558260752
525,876,1635,White,Male,Less than high school,Some college,College,11.668398100595454,11.542444707374724,12.11603072539524
525,876,1636,White,Male,Less than high school,Some college,College,11.668398100595454,11.542444707374724,11.024602047701043
525,877,1637,White,Female,Less than high school,College,College,11.668398100595454,11.87027869102725,12.13411621263299
526,878,1638,White,Male,Some college,Some college,College,11.303289724175597,11.307855902839977,11.915965584354
527,879,1639,White,Male,High school,Some college,College,11.303289724175597,11.307855902839977,11.915965584354
528,880,1640,White,Male,High school,High school,College,11.587626382784912,11.723951427951315,12.209114749362788
528,880,1641,White,Male,High school,High school,Some college,11.587626382784912,11.723951427951315,11.577127661612412
528,881,1642,White,Female,High school,High school,College,11.587626382784912,11.276431724131426,11.588417512005948
529,883,1647,White,Female,Less than high school,High school,College,11.640693305578218,11.276431724131426,11.588417512005948
529,883,1648,White,Male,Less than high school,High school,College,11.640693305578218,11.276431724131426,10.105146006165812
529,883,1649,White,Female,Less than high school,High school,College,11.640693305578218,11.276431724131426,11.424815280932437
530,884,1651,Other,Male,Less than high school,High school,High school,10.857833805851538,11.657691526357699,11.439620603490033
531,885,1652,White,Male,College,College,College,12.099533171725483,12.060803053009321,12.09307246136652
532,887,1655,White,Female,High school,College,College,11.75985668409451,12.20508158899518,10.59328458385677
534,890,1659,White,Male,Less than high school,High school,Some college,11.042575822651845,11.281340043173095,10.590936405710005
535,891,1661,White,Male,Some college,High school,High school,11.548339723271523,11.663981337354654,10.631612726359343
535,893,1665,White,Female,Some college,High school,High school,11.548339723271523,11.192285358411658,11.52390930845379
535,893,1666,White,Female,Some college,High school,Some college,11.548339723271523,11.192285358411658,11.680878298271452
536,894,1667,White,Male,High school,High school,High school,11.676751292126422,11.663981337354654,10.631612726359343
536,894,1668,White,Female,High school,High school,Some college,11.676751292126422,11.663981337354654,10.753630352503217
536,895,1669,White,Male,High school,High school,Some college,11.676751292126422,11.46593960602731,11.459282290015127
536,896,1672,White,Female,High school,High school,Some college,11.676751292126422,11.192285358411658,11.680878298271452
537,898,1675,White,Male,Less than high school,High school,High school,11.298989691064007,10.79912734366601,10.664358802899448
537,898,1676,White,Female,Less than high school,High school,Some college,11.298989691064007,10.79912734366601,10.26923572840185
538,899,1679,White,Female,Less than high school,Less than high school,Some college,11.566007281515555,11.215007413480029,11.56947970756801
539,902,1684,White,Female,Less than high school,High school,Some college,11.367935788867017,11.124271625505871,11.590120432770341
539,903,1685,White,Female,Less than high school,Some college,College,11.367935788867017,11.421332895654595,11.559811174262789
539,903,1686,White,Male,Less than high school,Some college,High school,11.367935788867017,11.421332895654595,11.00851199419842
540,906,1689,White,Female,Some college,Some college,College,11.43212824145891,11.421332895654595,11.559811174262789
540,906,1690,White,Male,Some college,Some college,High school,11.43212824145891,11.421332895654595,11.00851199419842
541,907,1691,White,Male,Less than high school,High school,College,11.295337195482434,11.744630097912173,11.57494261479752
543,909,1693,White,Male,High school,High school,College,11.617590552105858,11.982292476721167,10.76508406361474
545,911,1695,White,Female,College,College,College,11.785914567410362,11.908766034986249,11.763071639347151
546,912,1696,White,Female,High school,College,College,11.72579552746201,11.908766034986249,11.763071639347151
548,914,1699,White,Female,Less than high school,Some college,College,11.207693418969157,11.869027225442286,11.560804606541573
550,916,1706,Other,Male,Less than high school,Some college,High school,11.793350033763872,11.384619195853466,11.941691996756699
551,917,1707,White,Female,High school,High school,College,11.33391651097217,11.763763749885642,11.771489255089547
551,917,1708,White,Female,High school,High school,Some college,11.33391651097217,11.763763749885642,11.297973806578764
553,919,1711,Black,Female,Less than high school,Some college,Some college,9.442691700698381,11.752162182008382,11.920273427567306
554,920,1712,White,Female,Less than high school,Some college,College,11.60589813607255,11.57794804571595,11.5948100102821
554,920,1713,White,Female,Less than high school,Some college,Less than high school,11.60589813607255,11.57794804571595,11.581412964402748
554,921,1714,White,Female,Less than high school,College,College,11.60589813607255,10.682779949576274,9.759339159676944
554,922,1715,White,Male,Less than high school,Some college,College,11.60589813607255,11.369460009481267,12.190797994815338
555,923,1717,White,Female,Less than high school,Some college,Less than high school,11.55225932948975,11.57794804571595,11.581412964402748
556,926,1720,White,Female,High school,High school,Some college,11.739874639896398,11.772131098602015,9.889046781690956
557,928,1722,White,Female,High school,High school,Some college,11.090718023004134,11.772131098602015,9.889046781690956
557,929,1723,White,Male,High school,High school,College,11.090718023004134,11.939255024847558,11.465946338875474
558,930,1725,White,Female,Some college,High school,Some college,11.619726203582468,11.219186489524642,11.172382876708854
558,932,1729,White,Male,Some college,High school,College,11.619726203582468,11.78241557950159,11.448184133035454
558,932,1730,White,Female,Some college,High school,College,11.619726203582468,11.78241557950159,11.331421300140603
559,933,1731,White,Male,College,High school,College,11.834173203232037,11.219186489524642,11.815819720630788
559,933,1732,White,Female,College,High school,Some college,11.834173203232037,11.219186489524642,11.172382876708854
559,934,1735,White,Male,College,Some college,Some college,11.834173203232037,11.423686564115721,11.667211388203567
559,935,1737,White,Female,College,High school,College,11.834173203232037,11.78241557950159,11.331421300140603
561,937,1740,White,Male,High school,Some college,College,11.362456364295882,11.506447357145458,11.33584434906127
561,937,1741,White,Male,High school,Some college,College,11.362456364295882,11.506447357145458,12.046297764947072
564,941,1745,White,Female,Less than high school,Less than high school,High school,11.59742887066816,9.138035913507181,12.137482714996551
568,946,1750,Black,Male,Less than high school,High school,High school,11.093591551605517,11.567552417974412,10.451120698090834
569,948,1752,Black,Male,Less than high school,High school,High school,11.133140487254057,11.567552417974412,10.451120698090834
570,950,1754,White,Female,College,College,College,11.794334864736284,11.263019666765938,12.016376761969923
570,950,1755,White,Male,College,College,College,11.794334864736284,11.263019666765938,10.92808629199948
571,951,1756,White,Female,College,College,College,11.784472843995156,11.263019666765938,12.016376761969923
572,952,1758,White,Female,College,College,College,12.285829303870711,11.433141227894307,12.192207020549263
572,952,1759,White,Male,College,College,High school,12.285829303870711,11.433141227894307,10.73766596790184
572,953,1760,White,Female,College,College,College,12.285829303870711,12.802721962666139,10.894776353387448
